Trans Financial,TFR,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/transfinancialresources/TFR,
Trans Freight,TFC01,http://www.moneycontrol.com/india/stockpricequote/packaging/transfreightcontainers/TFC01,
Trans Plastics,TP07,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/transplastics/TP07,
Trans Techno,TTF01,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/transtechnofoods/TTF01,
Transchem,T03,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/transchem/T03,
Transcon Res,TR,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/transconresearch/TR,
Transcorp Intl,TI27,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/transcorpinternational/TI27,
Transformers,TRI,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/transformersrectifiersindia/TRI,
Transgene Biote,TB,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/transgenebiotek/TB,
Transglobe,TF07,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/transglobefoods/TF07,
Transindia Lamp,TL01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/transindialamps/TL01,
Translam Ind,TI14,http://www.moneycontrol.com/india/stockpricequote/electricequipment/translamindustries/TI14,
Transoceanic,TPL01,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/transoceanicproperties/TPL01,
Transpek,TI15,http://www.moneycontrol.com/india/stockpricequote/chemicals/transpekindustry/TI15,
Transport Corp,TCI04,http://www.moneycontrol.com/india/stockpricequote/transportlogistics/transportcorporationindia/TCI04,
Transpower Engg,TE05,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/transpowerengineering/TE05,
Transwarranty,TF10,http://www.moneycontrol.com/india/stockpricequote/financegeneral/transwarrantyfinance/TF10,
Transwind Infra,TI24,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/transwindinfrastructures/TI24,
TRC Finance,TRC,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/trcfinancialservices/TRC,
Treadsdirect,T05,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/treadsdirect/T05,
Tree House,THE01,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/treehouseeducationaccessories/THE01,
Trend Designs,TD02,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/trenddesigns/TD02,
Trend East West,TEW,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/trendeastwestlpgbottling/TEW,
Trend Electron,TE12,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/trendelectronics/TE12,
Trent,T04,http://www.moneycontrol.com/india/stockpricequote/retail/trent/T04,
Trent (W),TW03,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/trentwarrants/TW03,
Trezer Oil Agro,TOA,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/trezeroilagrotech/TOA,
TRF,TRF,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/trf/TRF,
Tri Star Soya,TSS02,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/tristarsoyaproducts/TSS02,
Tria Fine Chem,TFC02,http://www.moneycontrol.com/india/stockpricequote/chemicals/triafinechem/TFC02,
Tribhovandas,TBZ,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/tribhovandasbhimjizaveri/TBZ,
Tribhuvan House,TH01,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/tribhuvanhousing/TH01,
Tricom Fruit,RID,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/tricomfruitproducts/RID,
Tricom India,TI29,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/tricomindia/TI29,
Trident,AI01,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/trident/AI01,
Trident Project,TP08,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/tridentprojects/TP08,
Trident Texofab,TT17,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/tridenttexofab/TT17,
Trident Tools,MT10,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tridenttools/MT10,
Trigon Zinco,TZ,http://www.moneycontrol.com/india/stockpricequote/chemicals/trigonzinco/TZ,
Trigyn Tech,TT08,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/trigyntechnologies/TT08,
Trijal Ind,TI32,http://www.moneycontrol.com/india/stockpricequote/trading/trijalindustries/TI32,
Trillenium Tech,TT09,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/trilleniumtechnologies/TT09,
Trilochan Trade,TTA01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/trilochantradersagencies/TTA01,
Trilogic Digi,RP20,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/trilogicdigitalmedia/RP20,
Trimline Invt,TI17,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/trimlineinvestments/TI17,
Trimurthi,TDP01,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/trimurthi/TDP01,
Trimurti Synth,TS04,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/trimurtisynthetics/TS04,
Trina Quebec,TQG,http://www.moneycontrol.com/india/stockpricequote/engineering/trinaquebecgears/TQG,
Trinethra Infra,TIV,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/trinethrainfraventures/TIV,
Trinetra Cement,IZ,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/trinetracement/IZ,
Trinity Bio-Tec,TBT01,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/trinitybiotech/TBT01,
Trinity League,DWH,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/trinityleagueindia/DWH,
Trinity Trade,STF06,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/trinitytradelink/STF06,
Trio Mercantile,TMT01,http://www.moneycontrol.com/india/stockpricequote/financegeneral/triomercantiletrading/TMT01,
Triochem Prods,TP11,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/triochemproducts/TP11,
Tripex Overseas,TO01,http://www.moneycontrol.com/india/stockpricequote/trading/tripexoverseas/TO01,
Trishakti Elect,TEI02,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/trishaktielectronicsindustries/TEI02,
Tristar Enter,TE06,http://www.moneycontrol.com/india/stockpricequote/chemicals/tristarenterprises/TE06,
Triton Corp,TC16,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/tritoncorp/TC16,
Triton Valves,TV,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/tritonvalves/TV,
Triumph Intl,TIF01,http://www.moneycontrol.com/india/stockpricequote/financegeneral/triumphintlfin/TIF01,
Triveni Engg,TE10,http://www.moneycontrol.com/india/stockpricequote/sugar/triveniengineeringindustries/TE10,
Triveni Enterpr,TE14,http://www.moneycontrol.com/india/stockpricequote/trading/trivenienterprises/TE14,
Triveni Glass,TG01,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/triveniglass/TG01,
Triveni Turbine,TT14,http://www.moneycontrol.com/india/stockpricequote/electricequipment/triveniturbine/TT14,
Trivikrama Ind,CI14,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/trivikramaindustries/CI14,
Trombo Ext,REL,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/tromboextractions/REL,
Trupti Twisters,TT07,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/truptitwisters/TT07,
Trywell Intl,TI21,http://www.moneycontrol.com/india/stockpricequote/trading/trywellinternational/TI21,
TSL Industries,TSL03,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tslindustries/TSL03,
TT,TT06,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/tt/TT06,
TT Finance,TTF,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/ttfinance/TTF,
TTG Industries,TTG,http://www.moneycontrol.com/india/stockpricequote/engineering/ttgindustries/TTG,
TTI Enterprise,TTI,http://www.moneycontrol.com/india/stockpricequote/financegeneral/ttienterprise/TTI,
TTK Biomed,TTK01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/ttkbiomed/TTK01,
TTK Healthcare,TTK,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ttkhealthcare/TTK,
TTK Prestige,TTK02,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/ttkprestige/TTK02,
Tubeknit,TF11,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/tubeknitfashions/TF11,
Tubetec Seamles,TSL02,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/tubetecseamless/TSL02,
Tudor India,TI18,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/tudorindia/TI18,
Tulip Finance,TFL02,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/tulipfinance/TFL02,
Tulip Star Hotl,TSH02,http://www.moneycontrol.com/india/stockpricequote/hotels/tulipstarhotel/TSH02,
Tulip Telecom,TT13,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/tuliptelecom/TT13,
Tulive Develop,TD03,http://www.moneycontrol.com/india/stockpricequote/machinetools/tulivedevelopers/TD03,
Tulsi Extrusion,TE11,http://www.moneycontrol.com/india/stockpricequote/plastics/tulsiextrusions/TE11,
Tulsipur Sugar,TSC01,http://www.moneycontrol.com/india/stockpricequote/sugar/tulsipursugarcompany/TSC01,
Tulsyan NEC,TNE,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/tulsyannec/TNE,
Tumus Electric ,TEC,http://www.moneycontrol.com/india/stockpricequote/electricequipment/tumuselectriccorporation/TEC,
Tungabhadra Ind,TIL01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tungabhadraindustries/TIL01,
Tungabhadra Pul,TPB,http://www.moneycontrol.com/india/stockpricequote/paper/tungabhadrapulpboardmills/TPB,
Tuni Textile,TTM,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/tunitextilemills/TTM,
Turbo Ind,TI19,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/turboindustries/TI19,
Turbotech Engg,TEL01,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/turbotechengineering/TEL01,
Tuscon Exports ,TEL03,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/tusconexports/TEL03,
Tuticorin Alkal,TAC02,http://www.moneycontrol.com/india/stockpricequote/chemicals/tuticorinalkalichemicalsfertilizers/TAC02,
Tutis Tech,TT12,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/tutistechnologies/TT12,
TV 18,TE08,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/televisioneighteen/TE08,
TV TodayNetwork,TVT,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tvtodaynetwork/TVT,
TV Vision,TVV,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tvvision/TVV,
TV18 Broadcast,IBN,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/tv18broadcast/IBN,
TVS Autolec,TVS04,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/tvsautolec/TVS04,
TVS Electronics,TVS02,http://www.moneycontrol.com/india/stockpricequote/computershardware/tvselectronics/TVS02,
TVS Finance,TVS05,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/tvsfinanceandservices/TVS05,
TVS Lakshmi,TVS01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tvslakshmicredit/TVS01,
TVS Motor,TVS,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/tvsmotorcompany/TVS,
TVS Srichakra,TVS03,http://www.moneycontrol.com/india/stockpricequote/tyres/tvssrichakra/TVS03,
Twilight Litaka,TLP,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/twilightlitakapharma/TLP,
Twin Cities,TCI05,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/twincitiesinfotech/TCI05,
Twin Roses Trad,TRT,http://www.moneycontrol.com/india/stockpricequote/trading/twinrosestradesagencies/TRT,
Twinstar Ind,TSE,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/twinstarindustries/TSE,
Tyche Ind,TI30,http://www.moneycontrol.com/india/stockpricequote/chemicals/tycheindustries/TI30,
Typhoon Fin.,TFS,http://www.moneycontrol.com/india/stockpricequote/financegeneral/typhoonfinancialservices/TFS,
Typhoon Holding,THL01,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/typhoonholdings/THL01,
Tyroon Tea,TTC,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tyroonteacompany/TTC,
fundname,code,link,Do_Not_Use
UB Engineering,UBE,http://www.moneycontrol.com/india/stockpricequote/engineeringheavy/ubengineering/UBE,
UB Holdings,UBH,http://www.moneycontrol.com/india/stockpricequote/trading/unitedbreweriesholdings/UBH,
Ube Industries,UI12,http://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/ubeindustries/UI12,
UCAL Fuel,UFS,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/ucalfuelsystems/UFS,
UCAL Power Sys,UPS,http://www.moneycontrol.com/india/stockpricequote/electricequipment/ucalpowersystems/UPS,
UCIL Leasing,UL,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/ucilleaisng/UL,
UCO Bank,UCO,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/ucobank/UCO,
Udaipur Cement,JKU,http://www.moneycontrol.com/india/stockpricequote/cementmajor/udaipurcementworks/JKU,
Udaipur Phos,UPF,http://www.moneycontrol.com/india/stockpricequote/fertilisers/udaipurphosphatesfertilizers/UPF,
Uday Jewellery,UJI,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/udayjewelleryindustries/UJI,
Uflex,U01,http://www.moneycontrol.com/india/stockpricequote/packaging/uflex/U01,
UFM Industries ,UFM,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/ufmindustries/UFM,
UFO Moviez,UMI03,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/ufomoviezindia/UMI03,
UG Hotels,UGH,http://www.moneycontrol.com/india/stockpricequote/hotels/ughotelsresorts/UGH,
Ugar Sugar Work,USW,http://www.moneycontrol.com/india/stockpricequote/sugar/ugarsugarworks/USW,
Ujaas Energy,S18,http://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/ujaasenergy/S18,
Ujjivan Financi,UFS01,http://www.moneycontrol.com/india/stockpricequote/financegeneral/ujjivanfinancialservices/UFS01,
Ultra Intermed,UIL01,http://www.moneycontrol.com/india/stockpricequote/chemicals/ultraintermediates/UIL01,
Ultracab India,UI20,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/ultracabindia/UI20,
Ultramarine,UP02,http://www.moneycontrol.com/india/stockpricequote/dyespigments/ultramarinepigments/UP02,
UltraTechCement,UTC01,http://www.moneycontrol.com/india/stockpricequote/cementmajor/ultratechcement/UTC01,
Uma Fabrics Ltd,UFL01,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/umafabrics/UFL01,
Uma Maheshwari,UMM,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/umamaheshwarimills/UMM,
Umang Dairies,UD01,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/umangdairies/UD01,
Umang India Ltd,UIL,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/umangindia/UIL,
Umedix India,UI01,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/umedixindia/UI01,
UMI Special Stl,UMI01,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/umispecialsteel/UMI01,
Umiya Tubes,UT03,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/umiyatubes/UT03,
UMS Radio,UMS,http://www.moneycontrol.com/india/stockpricequote/electricals/umsradiofactory/UMS,
Uni Abex,UAA,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/uniabexalloyproducts/UAA,
Uni Metal Alloy,UMA,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/unimetalalloys/UMA,
Unialkem Fertil,UFL02,http://www.moneycontrol.com/india/stockpricequote/fertilisers/unialkemfertilizers/UFL02,
Unichem Labs,UL02,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unichemlaboratories/UL02,
Unicorn Organic,UO,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unicornorganics/UO,
Unicorn Pharma,UPI,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/unicornpharmaceuticalsindia/UPI,
Unicorp,UI02,http://www.moneycontrol.com/india/stockpricequote/computershardware/unicorpindustries/UI02,
Unified Agro,UA,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/unifiedagro/UA,
Uniflex Cables,UC02,http://www.moneycontrol.com/india/stockpricequote/cablespowerothers/uniflexcables/UC02,
Unifrax India,UI14,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/unifraxindia/UI14,
Unijolly Invest,UIC,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/unijollyinvestmentscompany/UIC,
Unilite,UI03,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/uniliteindustries/UI03,
Uniliv Foods,UF,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/unilivfoods/UF,
Unimers India,UI18,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/unimersindia/UI18,
Unimin India,UI04,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/uniminindia/UI04,
Unimode Oversea,UO01,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/unimodeoverseas/UO01,
Union Bank,UBI01,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/unionbankindia/UBI01,
Union Bearings,UBI,http://www.moneycontrol.com/india/stockpricequote/bearings/unionbearingsindia/UBI,
