Lilac Exports,LE,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/lilacexports/LE,
Lilac Power,LP05,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/lilacpower/LP05,
Lime Chemicals,LC01,http://www.moneycontrol.com/india/stockpricequote/chemicals/limechemicals/LC01,
Linaks Micro,LM,http://www.moneycontrol.com/india/stockpricequote/electricals/linaksmicroelectronics/LM,
Linc PenandPlas,LPP,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/lincpenplastics/LPP,
Lincoln Pharma,LP06,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lincolnpharmaceuticals/LP06,
Linde India,BOC,http://www.moneycontrol.com/india/stockpricequote/chemicals/lindeindia/BOC,
Linear Industri,LP07,http://www.moneycontrol.com/india/stockpricequote/trading/linearindustries/LP07,
Link Inter Corp,LIC02,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/linkinternationalcorporateservices/LIC02,
Link Pharmachem,LP03,http://www.moneycontrol.com/india/stockpricequote/chemicals/linkpharmachem/LP03,
Linkhouse Ind,LI07,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/linkhouseindustries/LI07,
Linkson Intl,LI9,http://www.moneycontrol.com/india/stockpricequote/trading/linksoninternational/LI9,
Lintas Mercanti,LML01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/lintasmercantile/LML01,
Lippi System,LS04,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/lippisystem/LS04,
Liquid Bees,LB,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/liquidbees/LB,
Liverpool Fin,LF09,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/liverpoolfinance/LF09,
LKP Finance,LKP,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/lkpfinance/LKP,
LKP Securities,LKP01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/lkpsecurities/LKP01,
Lloyd Cement,LC04,http://www.moneycontrol.com/india/stockpricequote/cementmini/lloydcement/LC04,
Lloyd Rock,LRF,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/lloydrockfibres/LRF,
Lloyds Finance,LF,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/lloydsfinance/LF,
Lloyds Metals,LME,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/lloydsmetalsenergy/LME,
Lloyds Steels,LSI02,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/lloydssteelsindustries/LSI02,
LML,LML,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/lml/LML,
LN Industries,LNP,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/lnindustriesindia/LNP,
LNTF 2010AI,LNT,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/lntf2010ai/LNT,
LNTF 2010AII,LNT01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/lntf2010aii/LNT01,
Loha Ispat,LI09,http://www.moneycontrol.com/india/stockpricequote/steellarge/lohaispat/LI09,
Lohia Polyester,LP04,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/lohiapolyester/LP04,
Lohia Sec,LS05,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/lohiasecurities/LS05,
Lok Housing,LHC,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/lokhousingconstructions/LHC,
Lokesh Machines,LMS,http://www.moneycontrol.com/india/stockpricequote/machinetools/lokeshmachines/LMS,
Lokmanya Ind,LIL02,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/lokmanyaindustries/LIL02,
Longview Tea,LTC01,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/longviewteacompany/LTC01,
Looks Health,MHS,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/lookshealthservices/MHS,
Lord Krishna,LKB,http://www.moneycontrol.com/india/stockpricequote/banksprivatesector/lordkrishnabank/LKB,
Lords Chemicals,LC02,http://www.moneycontrol.com/india/stockpricequote/chemicals/lordschemicals/LC02,
Lords Chloro,LCA01,http://www.moneycontrol.com/india/stockpricequote/chemicals/lordschloroalkali/LCA01,
Lords Ishwar,IBH,http://www.moneycontrol.com/india/stockpricequote/hotels/lordsishwarhotels/IBH,
Lotte India,LIC04,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/lotteindiacorporation/LIC04,
Lotus Chocolate,LCC01,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/lotuschocolatecompany/LCC01,
Lotus Eye Care,LEC01,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/lotuseyecarehospital/LEC01,
Lovable Lingeri,LL04,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/lovablelingerie/LL04,
Loyal Equip,LE01,http://www.moneycontrol.com/india/stockpricequote/engineering/loyalequipments/LE01,
Loyal Textiles,LTM,http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/loyaltextilesmills/LTM,
LS Industries,LSI01,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/lsindustries/LSI01,
LSK Finance,LSK,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/lskfinanceandalliedservices/LSK,
LT Foods,LTF,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/ltfoods/LTF,
LTFINNCDI,LTF03,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinncdi/LTF03,
LTFINNCDIII,LTF01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinncdiii/LTF01,
LTFINNCDIV,LTF02,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/ltfinncdiv/LTF02,
Lucky Agencies,LA,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaretraining/luckyagencies/LA,
Ludlow Jute,A07,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/ludlowjutespecialities/A07,
Luharuka Media ,SMW,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/luharukamediainfra/SMW,
Lumax Auto Sys,LAS01,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/lumaxautomotivesystems/LAS01,
Lumax Auto Tech,LAT01,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/lumaxautotechnologies/LAT01,
Lumax Inds,LI05,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/lumaxindustries/LI05,
Luminaire Tech,SIE01,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/luminairetechnologies/SIE01,
Lunar Diamonds,LD01,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/lunardiamonds/LD01,
Lupin,L,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lupin/L,
Lupin Labs,LL,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lupinlaboratories/LL,
Lustre Tiles,LTL,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/lustretiles/LTL,
Lux Industries,LHI,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/luxindustries/LHI,
LWS Knitwear,LWS,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/lwsknitwear/LWS,
Lycos Internet,LGS,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/lycosinternet/LGS,
Lyka Labs,LL02,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lykalabs/LL02,
Lykis,GTE01,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/lykis/GTE01,
Lympha Labs,LL03,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lymphalaboratories/LL03,
Lynx India,LI06,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/lynxindia/LI06,
Lynx Machinery,LM01,http://www.moneycontrol.com/india/stockpricequote/engineering/lynxmachinery/LM01,
Lynx Optics Ltd,LOL,http://www.moneycontrol.com/india/stockpricequote/personalcare/lynxoptics/LOL,
Lyons Corporate,LCM,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/lyonscorporatemarket/LCM,
Lyons Ent,LIE,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/lyonsindustrialenterprises/LIE,
Lypsa Gems,LGJ,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/lypsagemsjewellery/LGJ,
fundname,code,link,Do_Not_Use
M K Proteins,P09,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mkproteins/P09,
M K Securities ,MKS,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mksecurities/MKS,
M R Org,MRO02,http://www.moneycontrol.com/india/stockpricequote/compressors/mrorganisation/MRO02,
M Ravji Oil Ind,MRO01,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/mravjioilindustries/MRO01,
M S Shoes East ,MSS04,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/msshoeseast/MSS04,
M&M;,MM,http://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/mahindramahindra/MM,
M&M; Financial,MMF04,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mahindramahindrafinancialservices/MMF04,
M.D. Inducto,MIC,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/mdinductocast/MIC,
M3 Global Fin,MGF03,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/m3globalfinance/MGF03,
Maa Jagdambe,MJT,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/maajagdambetradelinks/MJT,
Maa Leafin,MLC,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/maaleafincapital/MLC,
Maan Aluminium,MA03,http://www.moneycontrol.com/india/stockpricequote/aluminium/maanaluminium/MA03,
Maars Software,MSI,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/maarssoftwareinternational/MSI,
Mac Charles,MCI,http://www.moneycontrol.com/india/stockpricequote/hotels/maccharlesindia/MCI,
MAC India,MAC,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/macindustries/MAC,
Machino Plastic,MP,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/machinoplastics/MP,
Mack Trading,MTC01,http://www.moneycontrol.com/india/stockpricequote/trading/macktradingco/MTC01,
Mackinnon Mack,MMC,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mackinnonmackenziecompany/MMC,
Macro (Int) Exp,MIE,http://www.moneycontrol.com/india/stockpricequote/trading/macrointernationalexports/MIE,
Madalsa Agro,MA,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/madalsaagrotech/MA,
Madalsa Intl,MIL10,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/madalsainternational/MIL10,
Madhav Copper,MC07,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/madhavcopper/MC07,
Madhav Infra Pr,MIP,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/madhavinfraprojects/MIP,
Madhav Marbles,MMG,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/madhavmarblesgranites/MMG,
Madhu Refoils,MRC01,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/madhurefoilschemicals/MRC01,
Madhucon Proj,MP16,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/madhuconprojects/MP16,
Madhumilan Fin,MF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/madhumilanfincorp/MF,
Madhumilan Syn,MS16,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/madhumilansyntex/MS16,
Madhur Capital,MCF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/madhurcapitalfinance/MCF,
Madhur Housing,MHF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/madhurhousingfinance/MHF,
Madhur Ind,MI54,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/madhurindustries/MI54,
Madhusudan Ind,MI10,http://www.moneycontrol.com/india/stockpricequote/vanaspatioils/madhusudanindustries/MI10,
Madhusudan Sec,MI01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/madhusudansecurities/MI01,
Madhya Bharat A,MBA,http://www.moneycontrol.com/india/stockpricequote/diversified/madhyabharatagroproducts/MBA,
Madhya Pradesh ,MPT01,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/madhyapradeshtodaymedia/MPT01,
Madhyavart Exxo,ME03,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/madhyavartexxoil/ME03,
Madras Aluminiu,MAC01,http://www.moneycontrol.com/india/stockpricequote/aluminium/madrasaluminiumcompany/MAC01,
Madras Fert,MF15,http://www.moneycontrol.com/india/stockpricequote/fertilisers/madrasfertilizers/MF15,
Madras Hi-Tech,MHT,http://www.moneycontrol.com/india/stockpricequote/electricals/madrashitechcircuits/MHT,
Madras M Fin,MMF02,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/madrasmotorfinanceguaranty/MMF02,
Madras Motor,MMF03,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/madrasmotorfinanceguaranteecompany/MMF03,
Madras Petro,MPC,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/madraspetrochemicals/MPC,
Madura Coats,MC18,http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/maduracoats/MC18,
Maegaware Comp,MCL,http://www.moneycontrol.com/india/stockpricequote/computershardware/maegawarecomputers/MCL,
Maestros,MMS01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/maestrosmedilinesystems/MMS01,
Maestros Elect,MET01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/maestroselectronicstelecommunicationssystems/MET01,
Mafatlal Dyes,MDC,http://www.moneycontrol.com/india/stockpricequote/dyespigments/mafatlaldyeschemicals/MDC,
Mafatlal Engine,MEI02,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/mafatlalengineeringindustries/MEI02,
Mafatlal Financ,MFC,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mafatlalfinancecompany/MFC,
Mafatlal Ind,MI02,http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/mafatlalindustries/MI02,
Mafatlal Spg,MFS02,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/mafatlalfinespinningmanufacturing/MFS02,
Magadh Sugar ,MSE01,http://www.moneycontrol.com/india/stockpricequote/sugar/magadhsugarenergy/MSE01,
Magan Ind,MI03,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/maganindustries/MI03,
Magic Trading,MTA,http://www.moneycontrol.com/india/stockpricequote/trading/magictradingagencies/MTA,
Magico Exp,ME08,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/magicoexports/ME08,
Magma Fincorp,MF20,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/magmafincorp/MF20,
Magna Colors,TCI03,http://www.moneycontrol.com/india/stockpricequote/dyespigments/magnacolors/TCI03,
Magna Electro,MEC,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/magnaelectrocastings/MEC,
Magna Ind,MIE01,http://www.moneycontrol.com/india/stockpricequote/personalcare/magnaindustriesexports/MIE01,
Magnanimous,MTF01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/magnanimoustradefinance/MTF01,
Magnetix,MIL07,http://www.moneycontrol.com/india/stockpricequote/engineering/magnetixindia/MIL07,
Magnum Fincap,MF01,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/magnumfincap/MF01,
Magnum Ventures,MV04,http://www.moneycontrol.com/india/stockpricequote/paper/magnumventures/MV04,
Magnus Plastics,MP01,http://www.moneycontrol.com/india/stockpricequote/plastics/magnusplastics/MP01,
Magnus Rubber,MRI,http://www.moneycontrol.com/india/stockpricequote/rubber/magnusrubberind/MRI,
Mah Corporation,MIL02,http://www.moneycontrol.com/india/stockpricequote/financegeneral/maharashtracorporation/MIL02,
Mah Explosives,ME01,http://www.moneycontrol.com/india/stockpricequote/chemicals/maharashtraexplosives/ME01,
Mah Polybutenes,MP20,http://www.moneycontrol.com/india/stockpricequote/chemicals/maharashtrapolybutenes/MP20,
Mah Scooters,MS01,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/maharashtrascooters/MS01,
Mah Seamless,MS02,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/maharashtraseamless/MS02,
Maha Rasht Apex,MAC02,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/maharashtraapexcorporation/MAC02,
Maha ShreeUmaid,MSU,http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/maharajashreeumaidmills/MSU,
Mahaan Foods,MF02,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/mahaanfoods/MF02,
Mahadev Corp,MC01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mahadevcorporation/MC01,
Mahadev Ind,MI04,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mahadevindustries/MI04,
Mahaganesh Tex,MT,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/mahaganeshtexpro/MT,
Mahalaxmi Rub,MR02,http://www.moneycontrol.com/india/stockpricequote/rubber/mahalaxmirubtech/MR02,
Mahalaxmi Sm,MS03,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/mahalaxmiseamless/MS03,
Mahamaya Steel,MSI11,http://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/mahamayasteelindustries/MSI11,
Mahan Ind,MI47,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mahanindustries/MI47,
Mahanagar Gas,MG02,http://www.moneycontrol.com/india/stockpricequote/refineries/mahanagargas/MG02,
Mahanivesh,MIL12,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mahaniveshindia/MIL12,
Maharashtra Ele,MEL01,http://www.moneycontrol.com/india/stockpricequote/miningminerals/maharashtraelektrosmelt/MEL01,
Mahasagar Trav,MT01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mahasagartravels/MT01,
Mahashree Trad,MTL01,http://www.moneycontrol.com/india/stockpricequote/trading/mahashreetrading/MTL01,
Mahaveer Info,MI55,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/mahaveerinfoway/MI55,
Mahavir Advance,IAA,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/indoamericanadvancepharmaceuitcals/IAA,
Mahavir Impex,MI26,http://www.moneycontrol.com/india/stockpricequote/trading/mahavirimpex/MI26,
Mahavir Ind,SWI01,http://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/mahavirindustries/SWI01,
Mahavira Foods,MF03,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/mahavirafoods/MF03,
Mahendra Cement,MC02,http://www.moneycontrol.com/india/stockpricequote/cementmini/mahendracements/MC02,
Mahendra Suitin,MS04,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/mahendrasuiting/MS04,
Mahesh Agri,MAI03,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/maheshagriimplementst/MAI03,
Maheshwari Logi,ML03,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/maheshwarilogistics/ML03,
Maheshwari Prot,MPL,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/maheshwariproteins/MPL,
Maheswari Mills,MML03,http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/maheswarimills/MML03,
Mahindra CIE,MF19,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/mahindracieautomotive/MF19,
Mahindra Comp,MCL04,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/mahindracomposites/MCL04,
Mahindra Holida,MHR,http://www.moneycontrol.com/india/stockpricequote/hotels/mahindraholidaysresortsindia/MHR,
Mahindra Life,MLD,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/mahindralifespacedevelopers/MLD,
Mahindra Satyam,SCS,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/mahindrasatyam/SCS,
Mahindra Ugine,MUS,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/mahindrauginesteelcompany/MUS,
Maiam Global,MGF02,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/maiamglobalfoods/MGF02,
Maikaal Fibres,MF04,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/maikaalfibres/MF04,
Maithan Alloys,MA04,http://www.moneycontrol.com/india/stockpricequote/miningminerals/maithanalloys/MA04,
Maitri,PA02,http://www.moneycontrol.com/india/stockpricequote/aluminium/maitrienterprises/PA02,
Majesco,M19,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/majesco/M19,
Majestic Auto,MA01,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/majesticauto/MA01,
Majestic Ind,MI07,http://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/majesticindustries/MI07,
Majestic Resear,MRS01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/majesticresearchservicessolutions/MRS01,
Majestic Resear,MRS,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/majesticresearchservicessolutions/MRS,
Makan Agro Oils,MAO,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/makanagrooils/MAO,
Makers Labs,ML,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/makerslaboratories/ML,
Malabar Buildin,MBP01,http://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/malabarbuildingproducts/MBP01,
Malabar Trading,MTC02,http://www.moneycontrol.com/india/stockpricequote/trading/malabartradingcompany/MTC02,
Malanpur Leath,ML01,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/malanpurleathers/ML01,
Malhotra Steel,MSI09,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/malhotrasteelindustries/MSI09,
Mallcom (India),MI59,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mallcomindia/MI59,
Malu Paper,MPM03,http://www.moneycontrol.com/india/stockpricequote/paper/malupapermills/MPM03,
Malvica Engg,ME11,http://www.moneycontrol.com/india/stockpricequote/engineering/malvicaengineering/ME11,
Malvika Steel,MS05,http://www.moneycontrol.com/india/stockpricequote/steellarge/malvikasteel/MS05,
Malwa Cotton,MCS01,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/malwacottonspgmills/MCS01,
Mamta Steels,MSL03,http://www.moneycontrol.com/india/stockpricequote/steelrolling/mamtasteels/MSL03,
Man Industries,MII,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/manindustriesindia/MII,
Man Infra,MI37,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/maninfraconstruction/MI37,
Man Made Spin,MMS,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/manmadespinnersindia/MMS,
Manaksia,M16,http://www.moneycontrol.com/india/stockpricequote/steelrolling/manaksia/M16,
Manaksia Alumin,MAC03,http://www.moneycontrol.com/india/stockpricequote/aluminium/manaksiaaluminiumcompany/MAC03,
Manaksia Coated,MCM02,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/manaksiacoatedmetalsindustries/MCM02,
Manaksia Ind,MI58,http://www.moneycontrol.com/india/stockpricequote/packaging/manaksiaindustries/MI58,
Manaksia Steels,MS27,http://www.moneycontrol.com/india/stockpricequote/steellarge/manaksiasteels/MS27,
Manali Petro,MP02,http://www.moneycontrol.com/india/stockpricequote/petrochemicals/manalipetrochemicals/MP02,
Manappuram Fin,MGF01,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/manappuramfinance/MGF01,
Manas Propertie,MP17,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/manasproperties/MP17,
Manav Infra Pro,MIP01,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/manavinfraprojects/MIP01,
Manav Pharma,MPL01,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/manavpharma/MPL01,
Mandhana Ind,MI24,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/mandhanaindustries/MI24,
Mandhana Retail,TMR,http://www.moneycontrol.com/india/stockpricequote/retail/themandhanaretailventures/TMR,
Mandovi Pell,MP03,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/mandovipellets/MP03,
Mandu Indus,MI27,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/manduindustries/MI27,
Mangal Credit,TML,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mangalcreditfincorp/TML,
Mangal Finance ,MFL04,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mangalfinance/MFL04,
Mangalam Cement,MC03,http://www.moneycontrol.com/india/stockpricequote/cementmajor/mangalamcement/MC03,
Mangalam Drugs,MDO,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mangalamdrugsorganics/MDO,
Mangalam Ind,MIF02,http://www.moneycontrol.com/india/stockpricequote/financegeneral/mangalamindustrialfinance/MIF02,
Mangalam Organ,DP06,http://www.moneycontrol.com/india/stockpricequote/chemicals/mangalamorganics/DP06,
Mangalam Seeds,MS18,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mangalamseeds/MS18,
Mangalam Timber,MTP,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mangalamtimberproducts/MTP,
Mangalam Vent,MV03,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/mangalamventures/MV03,
Mangalore Chem,MCF01,http://www.moneycontrol.com/india/stockpricequote/fertilisers/mangalorechemicalsfertilisers/MCF01,
Mangalwedhe Sun,MSS05,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/mangalwedhesunsoya/MSS05,
Mangalya Export,ME07,http://www.moneycontrol.com/india/stockpricequote/trading/mangalyaexports/ME07,
Mangalya Soft,MST,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/mangalyasofttech/MST,
Mangul Knits,MK,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/mangulknits/MK,
Manipal Finance,MFC01,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/manipalfinancecorporation/MFC01,
Maniyar Plast,MP04,http://www.moneycontrol.com/india/stockpricequote/packaging/maniyarplast/MP04,
Manjeera Const,MC21,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/manjeeraconstructions/MC21,
Manjushree Tech,MT14,http://www.moneycontrol.com/india/stockpricequote/packaging/manjushreetechnopack/MT14,
Manna Glass-Tec,MGT,http://www.moneycontrol.com/india/stockpricequote/glassglassproducts/mannaglasstechindustries/MGT,
Manomay Tex Ind,MTI05,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/manomaytexindia/MTI05,
Manor Floatel,MFL05,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/manorfloatel/MFL05,
Manoway Inv Ltd,MIL13,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/manowayinv/MIL13,
Manpasand Bever,MB04,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/manpasandbeverages/MB04,
Manraj Hsg Fin,MHF03,http://www.moneycontrol.com/india/stockpricequote/financehousing/manrajhousingfinance/MHF03,
Mansar Paper,MP19,http://www.moneycontrol.com/india/stockpricequote/paper/mansaroverpaper/MP19,
Mansarovar Bot,MBC,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mansarovarbottlingcompany/MBC,
Mansarovar Ind,MPI01,http://www.moneycontrol.com/india/stockpricequote/paper/mansarovarpaperindustries/MPI01,
Mansi Financ,MFC02,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mansifinancechennai/MFC02,
Mansinghka Oil,MOP,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/mansinghkaoilproducts/MOP,
Mansoon Trading,MTC,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mansoontradingcompany/MTC,
Mansukh Ind,MI29,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mansukhind/MI29,
Manugraph Ind,MI08,http://www.moneycontrol.com/india/stockpricequote/engineering/manugraphindustries/MI08,
