fundname,code,link,Do_Not_Use,fund_category
ABSL Liquid Fund (DAP),MBS465,https://www.moneycontrol.com/mutual-funds/nav/absl-liquid-fund-dap-/MBS465,,Liquid Fund
BNP Paribas Short Term Fund (G),MAB014,https://www.moneycontrol.com/mutual-funds/nav/bnp-paribas-short-term-fund/MAB014,,Short Duration Fund
Baroda Pioneer TAF - RP (G),MBO033,https://www.moneycontrol.com/mutual-funds/nav/baroda-pioneer-taf-rp/MBO033,,Low Duration Fund
JM Liquid Fund - D (G),MJM351,https://www.moneycontrol.com/mutual-funds/nav/jm-liquid-fund-d/MJM351,,Liquid Fund
JM Low Duration Fund (G),MJM074,https://www.moneycontrol.com/mutual-funds/nav/jm-low-duration-fund/MJM074,,Low Duration Fund
ABSL Liquid Fund - D (G),MBS922,https://www.moneycontrol.com/mutual-funds/nav/absl-liquid-fund-d/MBS922,,Liquid Fund
ICICI Pru Multi Yield-Sr3-C-RP(G),MPI1409,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-multi-yield-sr3-c-rp/MPI1409,,Fixed Maturity Plans - Hybrid
IDFC All Seasons Bond-RP (G),MAG080,https://www.moneycontrol.com/mutual-funds/nav/idfc-all-seasons-bond-rp/MAG080,,Fund of Funds
JM G-Sec Fund (G),MJM010,https://www.moneycontrol.com/mutual-funds/nav/jm-g-sec-fund/MJM010,,Gilt Fund
JM Short Term Fund - D (G),MJM317,https://www.moneycontrol.com/mutual-funds/nav/jm-short-term-fund-d/MJM317,,Short Duration Fund
CR Savings Fund (G),MCA031,https://www.moneycontrol.com/mutual-funds/nav/cr-savings-fund/MCA031,,Low Duration Fund
DHFL Pramerica Premier Bond Fund-DP (G),MDE524,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-premier-bond-fund-dp/MDE524,,Corporate Bond Fund
ICICI Pru Floating Interest (G),MPI119,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-floating-interest/MPI119,,Floater Fund
JM Money Market Fund - D (G),MJM340,https://www.moneycontrol.com/mutual-funds/nav/jm-money-market-fund-d/MJM340,,Money Market Fund
Kotak Money Market Scheme (G),MKM047,https://www.moneycontrol.com/mutual-funds/nav/kotak-money-market-scheme/MKM047,,Money Market Fund
CR Income Fund (G),MCA015,https://www.moneycontrol.com/mutual-funds/nav/cr-income-fund/MCA015,,Medium to Long Duration Fund
DHFL Pramerica B&PSU Debt Fund-RP (G),MDE574,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-b-psu-debt-fund-rp/MDE574,,
Essel 3 in 1 Fund - Direct (G),MPM045,https://www.moneycontrol.com/mutual-funds/nav/essel-3-in-1-fund-direct/MPM045,,Multi Asset Allocation
Franklin India Liquid Fund - SIP (G),MTE083,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-liquid-fund-sip/MTE083,,Liquid Fund
Invesco India Liquid -DP (G),MLI611,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-liquid-dp/MLI611,,Liquid Fund
Kotak Bond-Short Term Plan (G),MKM038,https://www.moneycontrol.com/mutual-funds/nav/kotak-bond-short-term-plan/MKM038,,Short Duration Fund
Reliance Liquid Fund - Direct (G),MRC978,https://www.moneycontrol.com/mutual-funds/nav/reliance-liquid-fund-direct/MRC978,,Liquid Fund
SBI Magnum Ultra Short Duration (G),MSB005,https://www.moneycontrol.com/mutual-funds/nav/sbi-magnum-ultra-short-duration/MSB005,,Ultra Short Duration Fund
UTI Money Market Fund -IP (G),MUT402,https://www.moneycontrol.com/mutual-funds/nav/uti-money-market-fund-ip/MUT402,,Money Market Fund
UTI Short Term Income - RP (G),MUT048,https://www.moneycontrol.com/mutual-funds/nav/uti-short-term-income-rp/MUT048,,Short Duration Fund
Axis Liquid Fund - Direct (G),MAA190,https://www.moneycontrol.com/mutual-funds/nav/axis-liquid-fund-direct/MAA190,,Liquid Fund
BOI AXA Liquid Fund - Direct (G),MBA071,https://www.moneycontrol.com/mutual-funds/nav/boi-axa-liquid-fund-direct/MBA071,,Liquid Fund
CR Ultra Short Term Fund - D (G),MCA228,https://www.moneycontrol.com/mutual-funds/nav/cr-ultra-short-term-fund-d/MCA228,,Ultra Short Duration Fund
DHFL Pramerica Insta Cash Fund - D (G),MDE506,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-insta-cash-fund-d/MDE506,,Liquid Fund
Essel Liquid Fund (G),MPM009,https://www.moneycontrol.com/mutual-funds/nav/essel-liquid-fund/MPM009,,Liquid Fund
HDFC Money Market Fund - D (G),MHD1179,https://www.moneycontrol.com/mutual-funds/nav/hdfc-money-market-fund-d/MHD1179,,Money Market Fund
JM Ultra Short Duration (G),MJM070,https://www.moneycontrol.com/mutual-funds/nav/jm-ultra-short-duration/MJM070,,Ultra Short Duration Fund
Reliance Money Market Fund (G),MRC094,https://www.moneycontrol.com/mutual-funds/nav/reliance-money-market-fund/MRC094,,Money Market Fund
Tata Liquid Fund - Direct (G),MTA783,https://www.moneycontrol.com/mutual-funds/nav/tata-liquid-fund-direct/MTA783,,Liquid Fund
UTI Bond Fund (G),MUT021,https://www.moneycontrol.com/mutual-funds/nav/uti-bond-fund/MUT021,,Medium to Long Duration Fund
ICICI Pru Money Market Fund (G),MPI129,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-money-market-fund/MPI129,,Money Market Fund
IDBI Liquid Fund - Direct (G),MIB072,https://www.moneycontrol.com/mutual-funds/nav/idbi-liquid-fund-direct/MIB072,,Liquid Fund
IDFC B&PSU DF - Dir. (G),MAG841,https://www.moneycontrol.com/mutual-funds/nav/idfc-b-psu-df-dir-/MAG841,,
Indiabulls Liquid Fund (G),MIM001,https://www.moneycontrol.com/mutual-funds/nav/indiabulls-liquid-fund/MIM001,,Liquid Fund
L&T Liquid Fund - Direct (G),MCC283,https://www.moneycontrol.com/mutual-funds/nav/l-t-liquid-fund-direct/MCC283,,Liquid Fund
L&T Short Term Bond Fund (G),MCC206,https://www.moneycontrol.com/mutual-funds/nav/l-t-short-term-bond-fund/MCC206,,Short Duration Fund
ABSL Low Duration Fund - IP (G),MAC033,https://www.moneycontrol.com/mutual-funds/nav/absl-low-duration-fund-ip/MAC033,,Low Duration Fund
Axis Treasury Advantage -Reg. (G),MAA005,https://www.moneycontrol.com/mutual-funds/nav/axis-treasury-advantage-reg-/MAA005,,Low Duration Fund
BNP Paribas Low Duration - RP (G),MAB035,https://www.moneycontrol.com/mutual-funds/nav/bnp-paribas-low-duration-rp/MAB035,,Low Duration Fund
Baroda Pioneer Liquid -Plan A (G),MBO031,https://www.moneycontrol.com/mutual-funds/nav/baroda-pioneer-liquid-plan-a/MBO031,,Liquid Fund
DHFL Pramerica Floating Rate (G),MDE269,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-floating-rate/MDE269,,Floater Fund
DSP Liquidity Fund - Direct (G),MDS613,https://www.moneycontrol.com/mutual-funds/nav/dsp-liquidity-fund-direct/MDS613,,Liquid Fund
ICICI Pru Liquid Fund - D (G),MPI1216,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-liquid-fund-d/MPI1216,,Liquid Fund
IDFC Bond Fund - STP (G),MAG003,https://www.moneycontrol.com/mutual-funds/nav/idfc-bond-fund-stp/MAG003,,Short Duration Fund
Invesco Treasury Advantage (G),MLI016,https://www.moneycontrol.com/mutual-funds/nav/invesco-treasury-advantage/MLI016,,Low Duration Fund
JM Liquid Fund (G),MJM008,https://www.moneycontrol.com/mutual-funds/nav/jm-liquid-fund/MJM008,,Liquid Fund
JM Liquid Fund - SIP (G),MJM050,https://www.moneycontrol.com/mutual-funds/nav/jm-liquid-fund-sip/MJM050,,Liquid Fund
L&T Triple Ace Bond -Direct (G),MCC252,https://www.moneycontrol.com/mutual-funds/nav/l-t-triple-ace-bond-direct/MCC252,,Corporate Bond Fund
LIC Liquid Fund -Direct (G),MJB172,https://www.moneycontrol.com/mutual-funds/nav/lic-liquid-fund-direct/MJB172,,Liquid Fund
Sundaram Money Fund -Direct (G),MSN593,https://www.moneycontrol.com/mutual-funds/nav/sundaram-money-fund-direct/MSN593,,Liquid Fund
ABSL Liquid Fund (G),MBS059,https://www.moneycontrol.com/mutual-funds/nav/absl-liquid-fund/MBS059,,Liquid Fund
BNP Paribas Liquid Fund - D (G),MAB738,https://www.moneycontrol.com/mutual-funds/nav/bnp-paribas-liquid-fund-d/MAB738,,Liquid Fund
HSBC Cash Fund - Direct (G),MHS359,https://www.moneycontrol.com/mutual-funds/nav/hsbc-cash-fund-direct/MHS359,,Liquid Fund
IDFC Bond Fund - MTP (G),MAG045,https://www.moneycontrol.com/mutual-funds/nav/idfc-bond-fund-mtp/MAG045,,Medium Duration Fund
IDFC Cash Fund - Direct (G),MAG796,https://www.moneycontrol.com/mutual-funds/nav/idfc-cash-fund-direct/MAG796,,Liquid Fund
Reliance Floating Rate Fund (G),MRC068,https://www.moneycontrol.com/mutual-funds/nav/reliance-floating-rate-fund/MRC068,,Floater Fund
Tata Corporate Bond-Direct (G),MTA797,https://www.moneycontrol.com/mutual-funds/nav/tata-corporate-bond-direct/MTA797,,Corporate Bond Fund
UTI Liquid Cash Plan - Direct (G),MUT679,https://www.moneycontrol.com/mutual-funds/nav/uti-liquid-cash-plan-direct/MUT679,,Liquid Fund
ABSL Liquid Fund - IP (G),MBS035,https://www.moneycontrol.com/mutual-funds/nav/absl-liquid-fund-ip/MBS035,,Liquid Fund
ABSL Low Duration Fund (G),MAC005,https://www.moneycontrol.com/mutual-funds/nav/absl-low-duration-fund/MAC005,,Low Duration Fund
Axis Liquid Fund (G),MAA001,https://www.moneycontrol.com/mutual-funds/nav/axis-liquid-fund/MAA001,,Liquid Fund
DHFL Pramerica Insta Cash Fund (G),MDE124,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-insta-cash-fund/MDE124,,Liquid Fund
Invesco India Liquid Fund (G),MLI007,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-liquid-fund/MLI007,,Liquid Fund
Kotak Liquid Scheme - D (G),MKM539,https://www.moneycontrol.com/mutual-funds/nav/kotak-liquid-scheme-d/MKM539,,Liquid Fund
Principal Corporate Bond Fund - D (G),MID297,https://www.moneycontrol.com/mutual-funds/nav/principal-corporate-bond-fund-d/MID297,,Corporate Bond Fund
ABSL Liquid Fund - RP (G),MBS004,https://www.moneycontrol.com/mutual-funds/nav/absl-liquid-fund-rp/MBS004,,Liquid Fund
HDFC Liquid Fund - Direct (G),MHD1205,https://www.moneycontrol.com/mutual-funds/nav/hdfc-liquid-fund-direct/MHD1205,,Liquid Fund
HDFC Liquid Fund - PP (G),MHD026,https://www.moneycontrol.com/mutual-funds/nav/hdfc-liquid-fund-pp/MHD026,,Liquid Fund
HSBC DF - DP (G),MHS338,https://www.moneycontrol.com/mutual-funds/nav/hsbc-df-dp/MHS338,,Medium to Long Duration Fund
Invesco India Regular Savings - D (G),MLI578,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-regular-savings-d/MLI578,,Conservative Hybrid Fund
L&T Liquid Fund - G,MCC053,https://www.moneycontrol.com/mutual-funds/nav/l-t-liquid-fund-g/MCC053,,Liquid Fund
Principal Short Term Debt Fund (G),MID054,https://www.moneycontrol.com/mutual-funds/nav/principal-short-term-debt-fund/MID054,,Short Duration Fund
Reliance Liquid Fund - IP (G),MRC046,https://www.moneycontrol.com/mutual-funds/nav/reliance-liquid-fund-ip/MRC046,,Liquid Fund
Tata Liquid Fund - Regular (G),MTA127,https://www.moneycontrol.com/mutual-funds/nav/tata-liquid-fund-regular/MTA127,,Liquid Fund
Tata Medium Term - Regular Plan (G),MTA023,https://www.moneycontrol.com/mutual-funds/nav/tata-medium-term-regular-plan/MTA023,,Medium Duration Fund
ICICI Pru Liquid Fund (G),MPI115,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-liquid-fund/MPI115,,Liquid Fund
LIC MF Banking & PSU Debt Fund - D (G),MJB182,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-banking-psu-debt-fund-d/MJB182,,
SBI Liquid - D (G),MSB562,https://www.moneycontrol.com/mutual-funds/nav/sbi-liquid-d/MSB562,,Liquid Fund
UTI Liquid Cash - (Inst) (G),MUT058,https://www.moneycontrol.com/mutual-funds/nav/uti-liquid-cash-inst-/MUT058,,Liquid Fund
BOI AXA Liquid Fund-RP (G),MBA001,https://www.moneycontrol.com/mutual-funds/nav/boi-axa-liquid-fund-rp/MBA001,,Liquid Fund
DSP Short Term Fund - Regular (G),MDS016,https://www.moneycontrol.com/mutual-funds/nav/dsp-short-term-fund-regular/MDS016,,Short Duration Fund
HSBC Cash Fund (G),MHS033,https://www.moneycontrol.com/mutual-funds/nav/hsbc-cash-fund/MHS033,,Liquid Fund
Kotak Liquid Scheme (G),MKM053,https://www.moneycontrol.com/mutual-funds/nav/kotak-liquid-scheme/MKM053,,Liquid Fund
Principal Low Duration Fund (G),MID083,https://www.moneycontrol.com/mutual-funds/nav/principal-low-duration-fund/MID083,,Low Duration Fund
SBI Savings Fund - Regular (G),MSB053,https://www.moneycontrol.com/mutual-funds/nav/sbi-savings-fund-regular/MSB053,,Money Market Fund
Sundaram Money Fund (G),MSN005,https://www.moneycontrol.com/mutual-funds/nav/sundaram-money-fund/MSN005,,Liquid Fund
HSBC Cash Fund - Inst Plan (G),MHS013,https://www.moneycontrol.com/mutual-funds/nav/hsbc-cash-fund-inst-plan/MHS013,,Liquid Fund
Invesco India Corporate Bond - DP (G),MLI589,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-corporate-bond-dp/MLI589,,Corporate Bond Fund
LIC Bond Fund -Direct (G),MJB170,https://www.moneycontrol.com/mutual-funds/nav/lic-bond-fund-direct/MJB170,,Medium to Long Duration Fund
Sundaram Money - Inst Plan (G),MSN060,https://www.moneycontrol.com/mutual-funds/nav/sundaram-money-inst-plan/MSN060,,Liquid Fund
Sundaram Money Fund - Reg Plan (G),MSN091,https://www.moneycontrol.com/mutual-funds/nav/sundaram-money-fund-reg-plan/MSN091,,Liquid Fund
DSP Liquidity Fund - Regular (G),MDS047,https://www.moneycontrol.com/mutual-funds/nav/dsp-liquidity-fund-regular/MDS047,,Liquid Fund
Edelweiss Bank & PSU Debt-Reg (G),MJP198,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-bank-psu-debt-reg/MJP198,,
IDBI Liquid Fund (G),MIB003,https://www.moneycontrol.com/mutual-funds/nav/idbi-liquid-fund/MIB003,,Liquid Fund
IDFC Cash Fund - Regular (G),MAG071,https://www.moneycontrol.com/mutual-funds/nav/idfc-cash-fund-regular/MAG071,,Liquid Fund
BNP Paribas Liquid Fund - IP (G),MAB019,https://www.moneycontrol.com/mutual-funds/nav/bnp-paribas-liquid-fund-ip/MAB019,,Liquid Fund
CR Liquid Fund - D (G),MCA237,https://www.moneycontrol.com/mutual-funds/nav/cr-liquid-fund-d/MCA237,,Liquid Fund
Edelweiss Greater China Eqty-Direct,MJP107,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-greater-china-eqty-direct/MJP107,,Fund of Funds
ICICI Pru Floating Interest - A (G),MPI092,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-floating-interest-a/MPI092,,Floater Fund
ICICI Pru Floating Interest - B (G),MPI048,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-floating-interest-b/MPI048,,Floater Fund
LIC Liquid Fund (G),MJB015,https://www.moneycontrol.com/mutual-funds/nav/lic-liquid-fund/MJB015,,Liquid Fund
Sundaram Low Duration Fund (G),MSN115,https://www.moneycontrol.com/mutual-funds/nav/sundaram-low-duration-fund/MSN115,,Low Duration Fund
HDFC Liquid Fund (G),MHD007,https://www.moneycontrol.com/mutual-funds/nav/hdfc-liquid-fund/MHD007,,Liquid Fund
SBI Liquid - IP (G),MSB036,https://www.moneycontrol.com/mutual-funds/nav/sbi-liquid-ip/MSB036,,Liquid Fund
SBI Liquid Fund (G),MSB087,https://www.moneycontrol.com/mutual-funds/nav/sbi-liquid-fund/MSB087,,Liquid Fund
Sundaram Medium Term Bond Fund (G),MSN002,https://www.moneycontrol.com/mutual-funds/nav/sundaram-medium-term-bond-fund/MSN002,,Medium Duration Fund
Sundaram Medium Term Bond Fund - IP (G),MSN041,https://www.moneycontrol.com/mutual-funds/nav/sundaram-medium-term-bond-fund-ip/MSN041,,Medium Duration Fund
UTI Treasury Advtg - RP (G),MIL001,https://www.moneycontrol.com/mutual-funds/nav/uti-treasury-advtg-rp/MIL001,,Low Duration Fund
DSP Ultra Short Fund - DP (G),MDS625,https://www.moneycontrol.com/mutual-funds/nav/dsp-ultra-short-fund-dp/MDS625,,Ultra Short Duration Fund
HDFC Dynamic Debt Fund (G),MZU008,https://www.moneycontrol.com/mutual-funds/nav/hdfc-dynamic-debt-fund/MZU008,,Dynamic Bond Fund
HDFC Money Market Fund (G),MZU006,https://www.moneycontrol.com/mutual-funds/nav/hdfc-money-market-fund/MZU006,,Money Market Fund
IDFC B&PSU DF - Reg. (G),MAG839,https://www.moneycontrol.com/mutual-funds/nav/idfc-b-psu-df-reg-/MAG839,,
Mirae Cash Mgmt Fund -Direct (G),MMA121,https://www.moneycontrol.com/mutual-funds/nav/mirae-cash-mgmt-fund-direct/MMA121,,Liquid Fund
CR Liquid Fund (G),MCA088,https://www.moneycontrol.com/mutual-funds/nav/cr-liquid-fund/MCA088,,Liquid Fund
Edelweiss LF - Direct (G),MJP108,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-lf-direct/MJP108,,Liquid Fund
Sundaram Short Term Debt Fund (G),MSN015,https://www.moneycontrol.com/mutual-funds/nav/sundaram-short-term-debt-fund/MSN015,,Short Duration Fund
Tata Equity Savings Fund - D (G),MTA785,https://www.moneycontrol.com/mutual-funds/nav/tata-equity-savings-fund-d/MTA785,,Equity Savings
HDFC Income Fund (G),MHD003,https://www.moneycontrol.com/mutual-funds/nav/hdfc-income-fund/MHD003,,Medium to Long Duration Fund
JM Money Market Fund (G),MJM072,https://www.moneycontrol.com/mutual-funds/nav/jm-money-market-fund/MJM072,,Money Market Fund
Mirae Asset SF - Direct (G),MMA115,https://www.moneycontrol.com/mutual-funds/nav/mirae-asset-sf-direct/MMA115,,Low Duration Fund
Invesco India Banking & PSU Debt - D (G),MLI582,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-banking-psu-debt-d/MLI582,,
JM Short Term Fund (G),MJM026,https://www.moneycontrol.com/mutual-funds/nav/jm-short-term-fund/MJM026,,Short Duration Fund
L&T B & PSU Debt (G),MFF037,https://www.moneycontrol.com/mutual-funds/nav/l-t-b-psu-debt/MFF037,,
LIC MF Savings Fund (G),MJB023,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-savings-fund/MJB023,,Low Duration Fund
Sundaram Banking & PSU Debt - D (G),MSN606,https://www.moneycontrol.com/mutual-funds/nav/sundaram-banking-psu-debt-d/MSN606,,
IDBI Gilt Fund - Direct (G),MIB095,https://www.moneycontrol.com/mutual-funds/nav/idbi-gilt-fund-direct/MIB095,,Gilt Fund
BNP Paribas Low Duration (G),MAB038,https://www.moneycontrol.com/mutual-funds/nav/bnp-paribas-low-duration/MAB038,,Low Duration Fund
Kotak Bond - Plan A - Regular Plan (G),MKM010,https://www.moneycontrol.com/mutual-funds/nav/kotak-bond-plan-a-regular-plan/MKM010,,Medium to Long Duration Fund
Sundaram Banking & PSU Debt (G),MSN070,https://www.moneycontrol.com/mutual-funds/nav/sundaram-banking-psu-debt/MSN070,,
Sundaram Multi Asset Fund (G),MSN431,https://www.moneycontrol.com/mutual-funds/nav/sundaram-multi-asset-fund/MSN431,,Multi Asset Allocation
HSBC Low Duration Fund (G),MHS061,https://www.moneycontrol.com/mutual-funds/nav/hsbc-low-duration-fund/MHS061,,Low Duration Fund
BNP Paribas Liquid Fund - (G),MAB017,https://www.moneycontrol.com/mutual-funds/nav/bnp-paribas-liquid-fund-/MAB017,,Liquid Fund
Edelweiss LF-SIP (G),MJP021,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-lf-sip/MJP021,,Liquid Fund
JM Income Fund - Direct (G),MJM348,https://www.moneycontrol.com/mutual-funds/nav/jm-income-fund-direct/MJM348,,Medium to Long Duration Fund
Reliance Low Duration Fund - RP (G),MRC123,https://www.moneycontrol.com/mutual-funds/nav/reliance-low-duration-fund-rp/MRC123,,Low Duration Fund
ICICI Pru Global Stable Eqty-RP (G),MPI1577,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-global-stable-eqty-rp/MPI1577,,Fund of Funds
Essel Regular Savings (G),MPM025,https://www.moneycontrol.com/mutual-funds/nav/essel-regular-savings/MPM025,,Conservative Hybrid Fund
HSBC Short Duration Fund - RP (G),MHS003,https://www.moneycontrol.com/mutual-funds/nav/hsbc-short-duration-fund-rp/MHS003,,Short Duration Fund
DHFL Pramerica Hybrid Debt Fund (G),MDE130,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-hybrid-debt-fund/MDE130,,Conservative Hybrid Fund
HDFC Low Duration Fund - RP (G),MZU005,https://www.moneycontrol.com/mutual-funds/nav/hdfc-low-duration-fund-rp/MZU005,,Low Duration Fund
Baroda Pioneer Income (G),MBO002,https://www.moneycontrol.com/mutual-funds/nav/baroda-pioneer-income/MBO002,,Medium to Long Duration Fund
Edelweiss LF (G),MJP003,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-lf/MJP003,,Liquid Fund
IDBI Short Term Bond Fund (G),MIB030,https://www.moneycontrol.com/mutual-funds/nav/idbi-short-term-bond-fund/MIB030,,Short Duration Fund
JM Short Term Fund - R (G),MJM020,https://www.moneycontrol.com/mutual-funds/nav/jm-short-term-fund-r/MJM020,,Short Duration Fund
Kotak Equity Arbitrage - Direct (G),MKM526,https://www.moneycontrol.com/mutual-funds/nav/kotak-equity-arbitrage-direct/MKM526,,Arbitrage Fund
Mirae Cash Mgmt Fund (G),MMA048,https://www.moneycontrol.com/mutual-funds/nav/mirae-cash-mgmt-fund/MMA048,,Liquid Fund
Reliance Arbitrage Fund - Direct (G),MRC899,https://www.moneycontrol.com/mutual-funds/nav/reliance-arbitrage-fund-direct/MRC899,,Arbitrage Fund
Union AAF - Direct (G),MUK043,https://www.moneycontrol.com/mutual-funds/nav/union-aaf-direct/MUK043,,Multi Asset Allocation
ABSL B&PSU DF - DP (G),MBS884,https://www.moneycontrol.com/mutual-funds/nav/absl-b-psu-df-dp/MBS884,,Ultra Short Duration Fund
Axis Triple Advantage Fund (G),MAA091,https://www.moneycontrol.com/mutual-funds/nav/axis-triple-advantage-fund/MAA091,,Multi Asset Allocation
Franklin Asian Equity Fund (G),MTE182,https://www.moneycontrol.com/mutual-funds/nav/franklin-asian-equity-fund/MTE182,,Sectoral/Thematic
ICICI Pru Savings Fund - RP (G),MPI639,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-savings-fund-rp/MPI639,,Low Duration Fund
Essel Ultra Short Term -SIP (G),MPM021,https://www.moneycontrol.com/mutual-funds/nav/essel-ultra-short-term-sip/MPM021,,Ultra Short Duration Fund
Franklin India Liquid Fund - IP (G),MTE072,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-liquid-fund-ip/MTE072,,Liquid Fund
IDFC Money Manager Fund (G),MAG020,https://www.moneycontrol.com/mutual-funds/nav/idfc-money-manager-fund/MAG020,,Money Market Fund
DSP Credit Risk - DP (G),MDS616,https://www.moneycontrol.com/mutual-funds/nav/dsp-credit-risk-dp/MDS616,,Credit Risk Fund
ICICI Pru Eqty-Arbitrage-Direct (G),MPI1140,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-eqty-arbitrage-direct/MPI1140,,Arbitrage Fund
LIC MF Debt Hybrid Fund - D (G),MJB178,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-debt-hybrid-fund-d/MJB178,,Conservative Hybrid Fund
Union Dynamic Bond - Direct (G),MUK036,https://www.moneycontrol.com/mutual-funds/nav/union-dynamic-bond-direct/MUK036,,Dynamic Bond Fund
Edelweiss Asean E Off-shore -Direct,MJP105,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-asean-e-off-shore-direct/MJP105,,Fund of Funds
Tata Short Term Bond - Direct (G),MTA793,https://www.moneycontrol.com/mutual-funds/nav/tata-short-term-bond-direct/MTA793,,Short Duration Fund
IDBI Ultra Short Term Fund (G),MIB009,https://www.moneycontrol.com/mutual-funds/nav/idbi-ultra-short-term-fund/MIB009,,Ultra Short Duration Fund
Edelweiss US Value Eqt Offshore- Reg,MJP171,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-us-value-eqt-offshore-reg/MJP171,,Fund of Funds
ICICI Pru Money Market Fund - RP (G),MPI033,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-money-market-fund-rp/MPI033,,Money Market Fund
IDFC Arbitrage Fund - Direct (G),MAG756,https://www.moneycontrol.com/mutual-funds/nav/idfc-arbitrage-fund-direct/MAG756,,Arbitrage Fund
UTI Overnight Fund - D (G),MUT689,https://www.moneycontrol.com/mutual-funds/nav/uti-overnight-fund-d/MUT689,,Overnight Fund
ABSL Arbitrage Fund - D (G),MBS917,https://www.moneycontrol.com/mutual-funds/nav/absl-arbitrage-fund-d/MBS917,,Arbitrage Fund
CR Ultra Short Term Fund (G),MCA099,https://www.moneycontrol.com/mutual-funds/nav/cr-ultra-short-term-fund/MCA099,,Ultra Short Duration Fund
DSP Regular Savings Fund - Regular (G),MDS036,https://www.moneycontrol.com/mutual-funds/nav/dsp-regular-savings-fund-regular/MDS036,,Conservative Hybrid Fund
Axis CPOF - Sr5 (42 Months) (G),MAA171,https://www.moneycontrol.com/mutual-funds/nav/axis-cpof-sr5-42-months-/MAA171,,Capital Protection Funds
Axis Treasury Advantage - RP (G),MAA029,https://www.moneycontrol.com/mutual-funds/nav/axis-treasury-advantage-rp/MAA029,,Low Duration Fund
Edelweiss Dynamic Bond - RP (G),MJP009,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-dynamic-bond-rp/MJP009,,Dynamic Bond Fund
Tata Income Fund (G),MTA005,https://www.moneycontrol.com/mutual-funds/nav/tata-income-fund/MTA005,,Medium to Long Duration Fund
UTI Money Market Fund (G),MUT028,https://www.moneycontrol.com/mutual-funds/nav/uti-money-market-fund/MUT028,,Money Market Fund
DSP Savings Fund - Direct (G),MDS602,https://www.moneycontrol.com/mutual-funds/nav/dsp-savings-fund-direct/MDS602,,Money Market Fund
IIFL Liquid Fund - Direct (G),MII044,https://www.moneycontrol.com/mutual-funds/nav/iifl-liquid-fund-direct/MII044,,Liquid Fund
Invesco India Arbitrage -Dir (G),MLI572,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-arbitrage-dir/MLI572,,Arbitrage Fund
Quant Dynamic Bond - Direct (G),MES053,https://www.moneycontrol.com/mutual-funds/nav/quant-dynamic-bond-direct/MES053,,Long Duration Fund
Union STF - Direct (G),MUK038,https://www.moneycontrol.com/mutual-funds/nav/union-stf-direct/MUK038,,Short Duration Fund
Invesco India STF - Plan B (G),MLI028,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-stf-plan-b/MLI028,,Short Duration Fund
Invesco India STF Fund (G),MLI025,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-stf-fund/MLI025,,Short Duration Fund
SBI Arbitrage Oppor. - Direct (G),MSB534,https://www.moneycontrol.com/mutual-funds/nav/sbi-arbitrage-oppor-direct/MSB534,,Arbitrage Fund
Baroda Pioneer Liquid (G),MBO006,https://www.moneycontrol.com/mutual-funds/nav/baroda-pioneer-liquid/MBO006,,Liquid Fund
HSBC Low Duration Fund-Reg. Plan (G),MHS058,https://www.moneycontrol.com/mutual-funds/nav/hsbc-low-duration-fund-reg-plan/MHS058,,Low Duration Fund
